District,Latitude,Longitude,Month,Month1,Year,Monthly_cases,X21,X22,X23,X24,X25,X26,X27,X28,X29,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,,,,,,,,,,
Sherpur,24.3917,89.9948,September,9,2024,29,28.53,24.68,33.23,87.25,4.65,100.18,485.51,1412601,18.2,73.69,1.2,4.39,100,124.308888,927.0900363,0.91 ,6.7,52,1326.036532,87.38912251,935.9095959,,,,,,,,,,
Sirajganj,24.3917,89.9948,September,9,2024,220,28.64,26.32,31.59,88.46,16.26,100.11,485.51,3220812,18.2,73.69,1.2,4,100,283.431456,2113.818916,0.91 ,6.7,52,2494.301919,164.3807322,1760.465149,,,,,,,,,,
Sunamganj,24.3917,89.9948,September,9,2024,2,28.53,26.08,31.42,88.33,10.63,100.36,485.51,2564540,18.2,73.69,1.2,5.25,100,225.67952,1683.107602,0.91 ,6.7,52,3693.58372,243.416401,2606.911924,,,,,,,,,,
Sylhet,26.0418,88.4283,September,9,2024,28,28.53,24.68,33.23,87.25,4.65,100.93,485.51,3567139,18.2,73.69,1.2,5.25,100,313.908232,2341.113326,0.91 ,6.7,52,3417.924658,225.2497797,2412.353211,,,,,,,,,,
Tangail,26.0418,88.4283,September,9,2024,402,28.64,26.32,31.59,88.46,16.26,101.28,485.51,3749086,18.2,73.69,1.2,4.04,100,329.919568,2460.525142,0.91 ,6.7,52,3366.374057,221.8524662,2375.969068,,,,,,,,,,
Thakurgaon,26.0418,88.4283,September,9,2024,2,28.53,26.08,31.42,88.33,10.63,101.4,485.51,1444783,18.2,73.69,1.2,4.1,100,127.140904,948.2110829,0.91 ,6.7,52,1814.206041,119.5607136,1280.457063,,,,,,,,,,
Bagerhat,23.7147,90.5636,October,10,2024,25,26.55,23.21,30.2,82.33,8.69,100.11,485.51,1534012,18.2,73.69,1.2,4.04,100,134.993056,1006.772076,0.91 ,6.7,52,3646.18417,240.2926522,2573.457572,,,,,,,,,,
Bandarban,24.1344,90.786,October,10,2024,198,28.62,24.74,33.61,86.5,9.46,100.36,485.51,404091,18.2,73.69,1.2,4.64,100,35.560008,265.2049233,0.91 ,6.7,52,4595.260113,302.8391295,3243.310371,,,,,,,,,,
Barguna,24.1344,90.786,October,10,2024,695,28.53,26.08,31.42,88.33,10.63,100.93,485.51,927889,18.2,73.69,1.2,4.38,100,81.654232,608.9735507,0.91 ,6.7,52,1345.650521,88.68173341,949.7530459,,,,,,,,,,
Barishal,24.1344,90.786,October,10,2024,801,26.55,23.21,30.2,82.33,8.69,101.28,485.51,2414729,18.2,73.69,1.2,4.38,100,212.496152,1584.786643,0.91 ,6.7,52,2219.580861,146.2759276,1566.568474,,,,,,,,,,
Bhola,24.4102,89.0076,October,10,2024,293,28.62,24.74,33.61,86.5,9.46,101.4,485.51,1846351,18.2,73.69,1.2,4.38,100,162.478888,1211.760161,0.91 ,6.7,52,1948.543739,128.4139037,1375.271902,,,,,,,,,,
Bogura,24.4102,89.0076,October,10,2024,155,28.53,26.08,31.42,88.33,10.63,101.19,485.51,3539293,18.2,73.69,1.2,4,100,311.457784,2322.837996,0.91 ,6.7,52,2912.594162,191.9472367,2055.69361,,,,,,,,,,
Brahmanbaria,24.4102,89.0076,October,10,2024,131,26.55,23.21,30.2,82.33,8.69,101.04,485.51,2953208,18.2,73.69,1.2,4.64,100,259.882304,1938.19041,0.91 ,6.7,52,1922.681908,126.7095444,1357.018758,,,,,,,,,,
Chandpur,24.8103,90.8656,October,10,2024,387,28.62,24.74,33.61,86.5,9.46,100.64,485.51,2513838,18.2,73.69,1.2,4.64,100,221.217744,1649.831879,0.91 ,6.7,52,1469.437035,96.83957418,1037.120915,,,,,,,,,,
Chapai Nawabganj,24.8103,90.8656,October,10,2024,48,28.53,26.08,31.42,88.33,10.63,100.51,485.51,1714249,18.2,73.69,1.2,4,100,150.853912,1125.061619,0.91 ,6.7,52,1685.473879,111.0769423,1189.598582,,,,,,,,,,
Chattogram,24.8103,90.8656,October,10,2024,1429,26.55,23.21,30.2,82.33,8.69,100.11,485.51,7913366,18.2,73.69,1.2,4.64,100,696.376208,5193.542106,0.91 ,6.7,52,4450.859261,293.3227523,3141.39301,,,,,,,,,,
Chuadanga,25.8483,88.9414,October,10,2024,79,28.62,24.74,33.61,86.5,9.46,100.18,485.51,1174836,18.2,73.69,1.2,4.04,100,103.385568,771.0448668,0.91 ,6.7,52,1165.101675,76.78311311,822.322622,,,,,,,,,,
Cox's Bazar,25.8483,88.9414,October,10,2024,1110,28.53,26.08,31.42,88.33,10.63,100.11,485.51,5602624,18.2,73.69,1.2,4.64,100,493.030912,3677.002131,0.91 ,6.7,52,2172.97806,143.2046866,1533.676463,,,,,,,,,,
Cumilla,25.8483,88.9414,October,10,2024,427,26.55,23.21,30.2,82.33,8.69,100.36,485.51,2381814,18.2,73.69,1.2,4.64,100,209.599632,1563.184528,0.91 ,6.7,52,3088.030481,203.5089287,2179.515639,,,,,,,,,,
Dhaka,22.874,91.0173,October,10,2024,12894,28.62,24.74,33.61,86.5,9.46,100.93,485.51,12517360,18.2,73.69,1.2,4.04,100,1101.52768,8215.143368,0.91 ,6.7,52,1476.081489,97.27746032,1041.810536,,,,,,,,,,
Dinajpur,22.874,91.0173,October,10,2024,194,28.53,26.08,31.42,88.33,10.63,101.28,485.51,3109626,18.2,73.69,1.2,4.1,100,273.647088,2040.847544,0.91 ,6.7,52,3460.164551,228.0334943,2442.165905,,,,,,,,,,
Faridpur,22.874,91.0173,October,10,2024,560,26.55,23.21,30.2,82.33,8.69,101.4,485.51,1988695,18.2,73.69,1.2,4.04,100,175.00516,1305.180529,0.91 ,6.7,52,2043.68922,134.6842288,1442.425082,,,,,,,,,,
Feni,24.1585,89.4481,October,10,2024,92,28.62,24.74,33.61,86.5,9.46,101.36,460.2,1496139,18.7,74.66,1,4.64,100,131.660232,981.9160257,0.91 ,6.7,52,906.8976904,59.76682502,640.0836105,,,,,,,,,,
Gaibandha,24.1585,89.4481,October,10,2024,47,28.53,26.08,31.42,88.33,10.63,101.43,485.51,2471680,18.2,73.69,1.2,4.1,100,217.50784,1622.163584,0.91 ,6.7,52,2166.583587,142.7832748,1529.163278,,,,,,,,,,
Gazipur,24.1585,89.4481,October,10,2024,492,26.55,23.21,30.2,82.33,8.69,101.43,485.51,3548115,18.2,73.69,1.2,4.04,100,312.23412,2328.627875,0.91 ,6.7,52,1817.13929,119.754022,1282.527335,,,,,,,,,,
Gopalganj,26.2709,88.5952,October,10,2024,120,28.62,24.74,33.61,86.5,9.46,101.2,460.2,1218319,18.7,74.66,1,4.04,100,107.212072,799.5827597,0.91 ,6.7,52,1475.924938,97.26714322,1041.700043,,,,,,,,,,
Habiganj,26.2709,88.5952,October,10,2024,81,28.53,26.08,31.42,88.33,10.63,100.76,460.2,2171065,18.7,74.66,1,5.25,100,191.05372,1424.86996,0.91 ,6.7,52,2582.433721,170.1888383,1822.668111,,,,,,,,,,
Jamalpur,26.2709,88.5952,October,10,2024,266,26.55,23.21,30.2,82.33,8.69,100.48,460.2,2384811,18.7,74.66,1,4.39,100,209.863368,1565.151459,0.91 ,6.7,52,2065.6763,136.1332323,1457.943446,,,,,,,,,,
Jashore,22.2249,90.4548,October,10,2024,372,28.62,24.74,33.61,86.5,9.46,100.2,460.2,2876380,18.7,74.66,1,4.04,100,253.12144,1887.768194,0.91 ,6.7,52,2584.932745,170.3535302,1824.431909,,,,,,,,,,
Jhalokathi,22.2249,90.4548,October,10,2024,88,28.53,26.08,31.42,88.33,10.63,100.12,460.2,709914,18.7,74.66,1,4.38,100,62.472432,465.9165582,0.91 ,6.7,52,738.7519126,48.68559791,521.4072067,,,,,,,,,,
Jhenaidah,22.2249,90.4548,October,10,2024,225,26.55,23.21,30.2,82.33,8.69,100.15,460.2,1842573,18.7,74.66,1,4.04,100,162.146424,1209.28066,0.91 ,6.7,52,1956.105656,128.912253,1380.609064,,,,,,,,,,
Joypurhat,22.5791,89.9759,October,10,2024,16,28.62,24.74,33.61,86.5,9.46,100.14,460.2,950440,18.7,74.66,1,4,100,83.63872,623.773772,0.91 ,6.7,52,960.2497231,63.28285736,677.739194,,,,,,,,,,
Khagrachhari,22.5791,89.9759,October,10,2024,98,28.53,26.08,31.42,88.33,10.63,100.44,460.2,638967,18.7,74.66,1,4.64,100,56.229096,419.3540421,0.91 ,6.7,52,2855.544398,188.1875146,2015.428187,,,,,,,,,,
Khulna,22.5791,89.9759,October,10,2024,1362,26.55,23.21,30.2,82.33,8.69,100.89,460.2,2407679,18.7,74.66,1,4.04,100,211.875752,1580.159728,0.91 ,6.7,52,3625.143171,238.9059978,2558.606946,,,,,,,,,,
Kishorganj,23.7151,89.5875,October,10,2024,410,28.62,24.74,33.61,86.5,9.46,101.15,460.2,3028706,18.7,74.66,1,4.04,100,266.526128,1987.739748,0.91 ,6.7,52,2564.920364,169.0346642,1810.307276,,,,,,,,,,
Kurigram,23.7151,89.5875,October,10,2024,69,28.53,26.08,31.42,88.33,10.63,101.26,460.2,2150974,18.7,74.66,1,4.1,100,189.285712,1411.684236,0.91 ,6.7,52,2275.723926,149.975896,1606.193954,,,,,,,,,,
Kushtia,23.7151,89.5875,October,10,2024,351,26.55,23.21,30.2,82.33,8.69,101.19,485.51,2023657,18.2,73.69,1.2,4.04,100,178.081816,1328.126089,0.91 ,6.7,52,1614.728397,106.4146382,1139.666793,,,,,,,,,,
Lakshmipur,24.3733,88.6049,October,10,2024,146,28.62,24.74,33.61,86.5,9.46,101.04,485.51,1797761,18.2,73.69,1.2,4.64,100,158.202968,1179.870544,0.91 ,6.7,52,1243.732495,81.96508074,877.8198407,,,,,,,,,,
Lalmonirhat,24.3733,88.6049,October,10,2024,14,28.53,26.08,31.42,88.33,10.63,100.64,485.51,1305248,18.2,73.69,1.2,4.1,100,114.861824,856.6342624,0.91 ,6.7,52,1274.913778,84.02000521,899.8274255,,,,,,,,,,
Madaripur,24.3733,88.6049,October,10,2024,416,26.55,23.21,30.2,82.33,8.69,100.51,485.51,1212199,18.2,73.69,1.2,4.04,100,106.673512,795.5662037,0.91 ,6.7,52,1135.273595,74.81736807,801.2701204,,,,,,,,,,
Magura,22.7324,92.2985,October,10,2024,113,28.62,24.74,33.61,86.5,9.46,100.11,485.51,954804,18.2,73.69,1.2,4.04,100,84.022752,626.6378652,0.91 ,6.7,52,1048.764435,69.11619818,740.2124115,,,,,,,,,,
Manikganj,22.7324,92.2985,October,10,2024,825,28.53,26.08,31.42,88.33,10.63,100.18,485.51,1447301,18.2,73.69,1.2,4.04,100,127.362488,949.8636463,0.91 ,6.7,52,1374.276723,90.56827174,969.957269,,,,,,,,,,
Meherpur,22.7324,92.2985,October,10,2024,180,26.55,23.21,30.2,82.33,8.69,100.11,485.51,1994252,18.2,73.69,1.2,4.04,100,175.494176,1308.827588,0.91 ,6.7,52,2678.809912,176.5402702,1890.689918,,,,,,,,,,
Moulvibazar,25.7468,89.2508,October,10,2024,1,28.62,24.74,33.61,86.5,9.46,100.36,485.51,681331,18.2,73.69,1.2,5.25,100,59.957128,447.1575353,0.91 ,6.7,52,722.524676,47.61618245,509.9541086,,,,,,,,,,
Munshiganj,25.7468,89.2508,October,10,2024,242,28.53,26.08,31.42,88.33,10.63,100.93,485.51,1502449,18.2,73.69,1.2,4.04,100,132.215512,986.0572787,0.91 ,6.7,52,932.678817,61.46586572,658.2797938,,,,,,,,,,
Mymensingh,25.7468,89.2508,October,10,2024,525,26.55,23.21,30.2,82.33,8.69,101.28,485.51,5313163,18.2,73.69,1.2,4.39,100,467.558344,3487.028877,0.91 ,6.7,52,4348.480093,286.5757092,3069.134333,,,,,,,,,,
Naogaon,22.3155,89.1115,October,10,2024,94,28.62,24.74,33.61,86.5,9.46,101.4,485.51,2701906,18.2,73.69,1.2,4,100,237.767728,1773.260908,0.91 ,6.7,52,3443.903078,226.9618225,2430.688643,,,,,,,,,,
Narail,22.3155,89.1115,October,10,2024,224,28.53,26.08,31.42,88.33,10.63,101.19,485.51,750425,18.2,73.69,1.2,4.04,100,66.0374,492.5039275,0.91 ,6.7,52,995.7435635,65.62199017,702.7905595,,,,,,,,,,
Narayanganj,22.3155,89.1115,October,10,2024,831,26.55,23.21,30.2,82.33,8.69,101.04,485.51,3074078,18.2,73.69,1.2,4.04,100,270.518864,2017.517391,0.91 ,6.7,52,703.5466906,46.36548576,496.5595465,,,,,,,,,,
Narsingdi,23.2423,90.4348,October,10,2024,513,28.62,24.74,33.61,86.5,9.46,100.64,485.51,2314889,18.2,73.69,1.2,4.04,100,203.710232,1519.261651,0.91 ,6.7,52,1167.789178,76.96022627,824.2194475,,,,,,,,,,
Natore,23.2423,90.4348,October,10,2024,19,28.53,26.08,31.42,88.33,10.63,100.51,485.51,1774832,18.2,73.69,1.2,4,100,156.185216,1164.822242,0.91 ,6.7,52,1904.364965,125.5024121,1344.090757,,,,,,,,,,
Netrokona,23.2423,90.4348,October,10,2024,89,26.55,23.21,30.2,82.33,8.69,100.11,485.51,2317190,18.2,73.69,1.2,4.39,100,203.91272,1520.771797,0.91 ,6.7,52,2804.365101,184.814671,1979.306109,,,,,,,,,,
Nilphamari,25.0746,90.1495,October,10,2024,100,28.62,24.74,33.61,86.5,9.46,100.18,485.51,1907497,18.2,73.69,1.2,4.1,100,167.859736,1251.890281,0.91 ,6.7,52,1587.900399,104.646606,1120.731734,,,,,,,,,,
Noakhali,25.0746,90.1495,October,10,2024,153,28.53,26.08,31.42,88.33,10.63,100.11,485.51,3231832,18.2,73.69,1.2,4.64,100,284.401216,2121.051342,0.91 ,6.7,52,2678.48487,176.5188491,1890.460506,,,,,,,,,,
Pabna,25.0746,90.1495,October,10,2024,284,26.55,23.21,30.2,82.33,8.69,100.36,485.51,2624683,18.2,73.69,1.2,4,100,230.972104,1722.579453,0.91 ,6.7,52,2389.393133,157.4669809,1686.421081,,,,,,,,,,
Panchagarh,24.3141,89.57,October,10,2024,53,28.62,24.74,33.61,86.5,9.46,100.93,485.51,1026139,18.2,73.69,1.2,4.1,100,90.300232,673.4550257,0.91 ,6.7,52,1363.120548,89.8330519,962.0832992,,,,,,,,,,
Patuakhali,24.3141,89.57,October,10,2024,478,28.53,26.08,31.42,88.33,10.63,101.28,485.51,1596223,18.2,73.69,1.2,4.38,100,140.467624,1047.601155,0.91 ,6.7,52,2617.407817,172.4937186,1847.352643,,,,,,,,,,
Pirojpur,24.3141,89.57,October,10,2024,263,26.55,23.21,30.2,82.33,8.69,101.4,485.51,1157215,18.2,73.69,1.2,4.38,100,101.83492,759.4802045,0.91 ,6.7,52,1269.846388,83.68605154,896.2508884,,,,,,,,,,
Rajbari,25.0715,91.3992,October,10,2024,0,28.62,24.74,33.61,86.5,9.46,101.36,460.2,1091263,18.7,74.66,1,4.04,100,96.031144,716.1959069,0.91 ,6.7,52,1139.236341,75.07852297,804.067006,,,,,,,,,,
Rajshahi,25.0715,91.3992,October,10,2024,329,28.53,26.08,31.42,88.33,10.63,101.43,485.51,2699688,18.2,73.69,1.2,4,100,237.572544,1771.805234,0.91 ,6.7,52,2438.427587,160.698474,1721.02934,,,,,,,,,,
Rangamati,25.0715,91.3992,October,10,2024,28,26.55,23.21,30.2,82.33,8.69,101.43,485.51,620215,18.2,73.69,1.2,4.64,100,54.57892,407.0471045,0.91 ,6.7,52,5762.959417,379.7934328,4067.466385,,,,,,,,,,
Rangpur,24.8993,91.87,October,10,2024,121,28.62,24.74,33.61,86.5,9.46,101.2,460.2,2996334,18.7,74.66,1,4.1,100,263.677392,1966.494004,0.91 ,6.7,52,2343.984755,154.4744553,1654.372087,,,,,,,,,,
Satkhira,24.8993,91.87,October,10,2024,166,28.53,26.08,31.42,88.33,10.63,100.76,460.2,1201464,18.7,74.66,1,4.04,100,105.728832,788.5208232,0.91 ,6.7,52,3390.40283,223.4360225,2392.92845,,,,,,,,,,
Shariatpur,24.8993,91.87,October,10,2024,152,26.55,23.21,30.2,82.33,8.69,100.48,460.2,2063610,18.7,74.66,1,4.04,100,181.59768,1354.347243,0.91 ,6.7,52,1186.196087,78.17328758,837.2109468,,,,,,,,,,
Sherpur,24.3917,89.9948,October,10,2024,94,28.62,24.74,33.61,86.5,9.46,100.2,460.2,1412601,18.7,74.66,1,4.39,100,124.308888,927.0900363,0.91 ,6.7,52,1326.036532,87.38912251,935.9095959,,,,,,,,,,
Sirajganj,24.3917,89.9948,October,10,2024,260,28.53,26.08,31.42,88.33,10.63,100.12,460.2,3220812,18.7,74.66,1,4,100,283.431456,2113.818916,0.91 ,6.7,52,2494.301919,164.3807322,1760.465149,,,,,,,,,,
Sunamganj,24.3917,89.9948,October,10,2024,1,26.55,23.21,30.2,82.33,8.69,100.15,460.2,2564540,18.7,74.66,1,5.25,100,225.67952,1683.107602,0.91 ,6.7,52,3693.58372,243.416401,2606.911924,,,,,,,,,,
Sylhet,26.0418,88.4283,October,10,2024,43,28.62,24.74,33.61,86.5,9.46,100.14,460.2,3567139,18.7,74.66,1,5.25,100,313.908232,2341.113326,0.91 ,6.7,52,3417.924658,225.2497797,2412.353211,,,,,,,,,,
Tangail,26.0418,88.4283,October,10,2024,578,28.53,26.08,31.42,88.33,10.63,100.44,460.2,3749086,18.7,74.66,1,4.04,100,329.919568,2460.525142,0.91 ,6.7,52,3366.374057,221.8524662,2375.969068,,,,,,,,,,
Thakurgaon,26.0418,88.4283,October,10,2024,29,26.55,23.21,30.2,82.33,8.69,100.89,460.2,1444783,18.7,74.66,1,4.1,100,127.140904,948.2110829,0.91 ,6.7,52,1814.206041,119.5607136,1280.457063,,,,,,,,,,
Bagerhat,23.7147,90.5636,November,11,2024,41,23.67,18.92,28.7,76.67,0.47,100.36,485.51,1534012,18.2,73.69,1.2,4.04,100,134.993056,1006.772076,0.91 ,6.7,52,3646.18417,240.2926522,2573.457572,,,,,,,,,,
Bandarban,24.1344,90.786,November,11,2024,137,27.99,24.73,33.41,88.5,11.82,100.93,485.51,404091,18.2,73.69,1.2,4.64,100,35.560008,265.2049233,0.91 ,6.7,52,4595.260113,302.8391295,3243.310371,,,,,,,,,,
Barguna,24.1344,90.786,November,11,2024,706,26.55,23.21,30.2,82.33,8.69,101.28,485.51,927889,18.2,73.69,1.2,4.38,100,81.654232,608.9735507,0.91 ,6.7,52,1345.650521,88.68173341,949.7530459,,,,,,,,,,
Barishal,24.1344,90.786,November,11,2024,824,23.67,18.92,28.7,76.67,0.47,101.4,485.51,2414729,18.2,73.69,1.2,4.38,100,212.496152,1584.786643,0.91 ,6.7,52,2219.580861,146.2759276,1566.568474,,,,,,,,,,
Bhola,24.4102,89.0076,November,11,2024,214,27.99,24.73,33.41,88.5,11.82,101.36,460.2,1846351,18.7,74.66,1,4.38,100,162.478888,1211.760161,0.91 ,6.7,52,1948.543739,128.4139037,1375.271902,,,,,,,,,,
Bogura,24.4102,89.0076,November,11,2024,164,26.55,23.21,30.2,82.33,8.69,101.43,485.51,3539293,18.2,73.69,1.2,4,100,311.457784,2322.837996,0.91 ,6.7,52,2912.594162,191.9472367,2055.69361,,,,,,,,,,
Brahmanbaria,24.4102,89.0076,November,11,2024,186,23.67,18.92,28.7,76.67,0.47,101.43,485.51,2953208,18.2,73.69,1.2,4.64,100,259.882304,1938.19041,0.91 ,6.7,52,1922.681908,126.7095444,1357.018758,,,,,,,,,,
Chandpur,24.8103,90.8656,November,11,2024,396,27.99,24.73,33.41,88.5,11.82,101.2,460.2,2513838,18.7,74.66,1,4.64,100,221.217744,1649.831879,0.91 ,6.7,52,1469.437035,96.83957418,1037.120915,,,,,,,,,,
Chapai Nawabganj,24.8103,90.8656,November,11,2024,105,26.55,23.21,30.2,82.33,8.69,100.76,460.2,1714249,18.7,74.66,1,4,100,150.853912,1125.061619,0.91 ,6.7,52,1685.473879,111.0769423,1189.598582,,,,,,,,,,
Chattogram,24.8103,90.8656,November,11,2024,1029,23.67,18.92,28.7,76.67,0.47,100.48,460.2,7913366,18.7,74.66,1,4.64,100,696.376208,5193.542106,0.91 ,6.7,52,4450.859261,293.3227523,3141.39301,,,,,,,,,,
Chuadanga,25.8483,88.9414,November,11,2024,97,27.99,24.73,33.41,88.5,11.82,100.2,460.2,1174836,18.7,74.66,1,4.04,100,103.385568,771.0448668,0.91 ,6.7,52,1165.101675,76.78311311,822.322622,,,,,,,,,,
Cox's Bazar,25.8483,88.9414,November,11,2024,693,26.55,23.21,30.2,82.33,8.69,100.12,460.2,5602624,18.7,74.66,1,4.64,100,493.030912,3677.002131,0.91 ,6.7,52,2172.97806,143.2046866,1533.676463,,,,,,,,,,
Cumilla,25.8483,88.9414,November,11,2024,442,23.67,18.92,28.7,76.67,0.47,100.15,460.2,2381814,18.7,74.66,1,4.64,100,209.599632,1563.184528,0.91 ,6.7,52,3088.030481,203.5089287,2179.515639,,,,,,,,,,
Dhaka,22.874,91.0173,November,11,2024,11536,27.99,24.73,33.41,88.5,11.82,100.14,460.2,12517360,18.7,74.66,1,4.04,100,1101.52768,8215.143368,0.91 ,6.7,52,1476.081489,97.27746032,1041.810536,,,,,,,,,,
Dinajpur,22.874,91.0173,November,11,2024,85,26.55,23.21,30.2,82.33,8.69,100.44,460.2,3109626,18.7,74.66,1,4.1,100,273.647088,2040.847544,0.91 ,6.7,52,3460.164551,228.0334943,2442.165905,,,,,,,,,,
Faridpur,22.874,91.0173,November,11,2024,591,23.67,18.92,28.7,76.67,0.47,100.89,460.2,1988695,18.7,74.66,1,4.04,100,175.00516,1305.180529,0.91 ,6.7,52,2043.68922,134.6842288,1442.425082,,,,,,,,,,
Feni,24.1585,89.4481,November,11,2024,94,27.99,24.73,33.41,88.5,11.82,101.15,460.2,1496139,18.7,74.66,1,4.64,100,131.660232,981.9160257,0.91 ,6.7,52,906.8976904,59.76682502,640.0836105,,,,,,,,,,
Gaibandha,24.1585,89.4481,November,11,2024,56,26.55,23.21,30.2,82.33,8.69,101.26,460.2,2471680,18.7,74.66,1,4.1,100,217.50784,1622.163584,0.91 ,6.7,52,2166.583587,142.7832748,1529.163278,,,,,,,,,,
Gazipur,24.1585,89.4481,November,11,2024,926,23.67,18.92,28.7,76.67,0.47,101.19,485.51,3548115,18.2,73.69,1.2,4.04,100,312.23412,2328.627875,0.91 ,6.7,52,1817.13929,119.754022,1282.527335,,,,,,,,,,
Gopalganj,26.2709,88.5952,November,11,2024,145,27.99,24.73,33.41,88.5,11.82,101.04,485.51,1218319,18.2,73.69,1.2,4.04,100,107.212072,799.5827597,0.91 ,6.7,52,1475.924938,97.26714322,1041.700043,,,,,,,,,,
Habiganj,26.2709,88.5952,November,11,2024,72,26.55,23.21,30.2,82.33,8.69,100.64,485.51,2171065,18.2,73.69,1.2,5.25,100,191.05372,1424.86996,0.91 ,6.7,52,2582.433721,170.1888383,1822.668111,,,,,,,,,,
Jamalpur,26.2709,88.5952,November,11,2024,270,23.67,18.92,28.7,76.67,0.47,100.51,485.51,2384811,18.2,73.69,1.2,4.39,100,209.863368,1565.151459,0.91 ,6.7,52,2065.6763,136.1332323,1457.943446,,,,,,,,,,
Jashore,22.2249,90.4548,November,11,2024,420,27.99,24.73,33.41,88.5,11.82,100.11,485.51,2876380,18.2,73.69,1.2,4.04,100,253.12144,1887.768194,0.91 ,6.7,52,2584.932745,170.3535302,1824.431909,,,,,,,,,,
Jhalokathi,22.2249,90.4548,November,11,2024,89,26.55,23.21,30.2,82.33,8.69,100.18,485.51,709914,18.2,73.69,1.2,4.38,100,62.472432,465.9165582,0.91 ,6.7,52,738.7519126,48.68559791,521.4072067,,,,,,,,,,
Jhenaidah,22.2249,90.4548,November,11,2024,250,23.67,18.92,28.7,76.67,0.47,100.11,485.51,1842573,18.2,73.69,1.2,4.04,100,162.146424,1209.28066,0.91 ,6.7,52,1956.105656,128.912253,1380.609064,,,,,,,,,,
Joypurhat,22.5791,89.9759,November,11,2024,20,27.99,24.73,33.41,88.5,11.82,100.36,485.51,950440,18.2,73.69,1.2,4,100,83.63872,623.773772,0.91 ,6.7,52,960.2497231,63.28285736,677.739194,,,,,,,,,,
Khagrachhari,22.5791,89.9759,November,11,2024,114,26.55,23.21,30.2,82.33,8.69,100.93,485.51,638967,18.2,73.69,1.2,4.64,100,56.229096,419.3540421,0.91 ,6.7,52,2855.544398,188.1875146,2015.428187,,,,,,,,,,
Khulna,22.5791,89.9759,November,11,2024,1611,23.67,18.92,28.7,76.67,0.47,101.28,485.51,2407679,18.2,73.69,1.2,4.04,100,211.875752,1580.159728,0.91 ,6.7,52,3625.143171,238.9059978,2558.606946,,,,,,,,,,
Kishorganj,23.7151,89.5875,November,11,2024,296,27.99,24.73,33.41,88.5,11.82,101.4,485.51,3028706,18.2,73.69,1.2,4.04,100,266.526128,1987.739748,0.91 ,6.7,52,2564.920364,169.0346642,1810.307276,,,,,,,,,,
Kurigram,23.7151,89.5875,November,11,2024,42,26.55,23.21,30.2,82.33,8.69,101.19,485.51,2150974,18.2,73.69,1.2,4.1,100,189.285712,1411.684236,0.91 ,6.7,52,2275.723926,149.975896,1606.193954,,,,,,,,,,
Kushtia,23.7151,89.5875,November,11,2024,445,23.67,18.92,28.7,76.67,0.47,101.04,485.51,2023657,18.2,73.69,1.2,4.04,100,178.081816,1328.126089,0.91 ,6.7,52,1614.728397,106.4146382,1139.666793,,,,,,,,,,
Lakshmipur,24.3733,88.6049,November,11,2024,151,27.99,24.73,33.41,88.5,11.82,100.64,485.51,1797761,18.2,73.69,1.2,4.64,100,158.202968,1179.870544,0.91 ,6.7,52,1243.732495,81.96508074,877.8198407,,,,,,,,,,
Lalmonirhat,24.3733,88.6049,November,11,2024,27,26.55,23.21,30.2,82.33,8.69,100.51,485.51,1305248,18.2,73.69,1.2,4.1,100,114.861824,856.6342624,0.91 ,6.7,52,1274.913778,84.02000521,899.8274255,,,,,,,,,,
Madaripur,24.3733,88.6049,November,11,2024,327,23.67,18.92,28.7,76.67,0.47,100.11,485.51,1212199,18.2,73.69,1.2,4.04,100,106.673512,795.5662037,0.91 ,6.7,52,1135.273595,74.81736807,801.2701204,,,,,,,,,,
Magura,22.7324,92.2985,November,11,2024,83,27.99,24.73,33.41,88.5,11.82,100.18,485.51,954804,18.2,73.69,1.2,4.04,100,84.022752,626.6378652,0.91 ,6.7,52,1048.764435,69.11619818,740.2124115,,,,,,,,,,
Manikganj,22.7324,92.2985,November,11,2024,808,26.55,23.21,30.2,82.33,8.69,100.11,485.51,1447301,18.2,73.69,1.2,4.04,100,127.362488,949.8636463,0.91 ,6.7,52,1374.276723,90.56827174,969.957269,,,,,,,,,,
Meherpur,22.7324,92.2985,November,11,2024,151,23.67,18.92,28.7,76.67,0.47,100.36,485.51,1994252,18.2,73.69,1.2,4.04,100,175.494176,1308.827588,0.91 ,6.7,52,2678.809912,176.5402702,1890.689918,,,,,,,,,,
Moulvibazar,25.7468,89.2508,November,11,2024,6,27.99,24.73,33.41,88.5,11.82,100.93,485.51,681331,18.2,73.69,1.2,5.25,100,59.957128,447.1575353,0.91 ,6.7,52,722.524676,47.61618245,509.9541086,,,,,,,,,,
Munshiganj,25.7468,89.2508,November,11,2024,227,26.55,23.21,30.2,82.33,8.69,101.28,485.51,1502449,18.2,73.69,1.2,4.04,100,132.215512,986.0572787,0.91 ,6.7,52,932.678817,61.46586572,658.2797938,,,,,,,,,,
Mymensingh,25.7468,89.2508,November,11,2024,524,23.67,18.92,28.7,76.67,0.47,101.4,485.51,5313163,18.2,73.69,1.2,4.39,100,467.558344,3487.028877,0.91 ,6.7,52,4348.480093,286.5757092,3069.134333,,,,,,,,,,
